44679, 2
64626, 0
43937, 1
221629, 0
5.58706e+06, 34
167728, 5
162407, 0
26356, 0
35230, 0
555524, 1
387582, 3
532092, 12
69295, 0
22993, 1
686755, 0
132273, 0
81367, 0
60488, 1
82992, 2
426404, 0
379772, 1
15886, 0
283523, 1
257497, 3
116135, 1
30490, 1
8252, 0
268178, 1
9415, 0
41404, 0
33676, 0
844060, 1
34521, 0
236110, 3
1.67877e+06, 1
234124, 2
81334, 3
169443, 0
417333, 1
36960, 0
73642, 1
10670, 1
112967, 1
1.22347e+06, 6
70121, 1
527007, 1
9657, 0
577339, 9
152801, 2
15000, 1
5876, 0
